año,mes,num_serie_anon,cod_cliente_HASH,contador,sector,Tipo_maquina_anon
2020,8,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1263.0,VARIOS,Tipo_1
2020,9,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1085.0,VARIOS,Tipo_1
2020,10,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1156.0,VARIOS,Tipo_1
2020,11,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1096.0,VARIOS,Tipo_1
2020,12,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1828.0,VARIOS,Tipo_1
2021,1,61,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1568.0,VARIOS,Tipo_1
2018,1,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,117.0,VARIOS,Tipo_1
2018,2,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,272.0,VARIOS,Tipo_1
2018,3,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,400.0,VARIOS,Tipo_1
2018,4,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,412.0,VARIOS,Tipo_1
2018,5,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,524.0,VARIOS,Tipo_1
2018,6,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,762.0,VARIOS,Tipo_1
2018,7,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,790.0,VARIOS,Tipo_1
2018,8,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,898.0,VARIOS,Tipo_1
2018,9,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,836.0,VARIOS,Tipo_1
2018,10,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,1148.0,VARIOS,Tipo_1
2018,11,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,765.0,VARIOS,Tipo_1
2018,12,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,574.0,VARIOS,Tipo_1
2019,1,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,590.0,VARIOS,Tipo_1
2019,2,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,339.0,VARIOS,Tipo_1
2019,3,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,484.0,VARIOS,Tipo_1
2019,4,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,706.0,VARIOS,Tipo_1
2019,5,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,338.0,VARIOS,Tipo_1
2019,6,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,5.0,VARIOS,Tipo_1
2019,7,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,2.0,VARIOS,Tipo_1
2019,8,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,1.0,VARIOS,Tipo_1
2019,9,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,425.0,VARIOS,Tipo_1
2019,10,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,441.0,VARIOS,Tipo_1
2019,11,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,508.0,VARIOS,Tipo_1
2019,12,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,891.0,VARIOS,Tipo_1
2020,1,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,672.0,VARIOS,Tipo_1
2020,2,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,573.0,VARIOS,Tipo_1
2020,3,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,747.0,VARIOS,Tipo_1
2020,4,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,691.0,VARIOS,Tipo_1
2020,5,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,715.0,VARIOS,Tipo_1
2020,6,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,653.0,VARIOS,Tipo_1
2020,7,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,314.0,VARIOS,Tipo_1
2020,8,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,9.0,VARIOS,Tipo_1
2020,9,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,4.0,VARIOS,Tipo_1
2020,10,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,6.0,VARIOS,Tipo_1
2020,11,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,506.0,VARIOS,Tipo_1
2020,12,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,1225.0,VARIOS,Tipo_1
2021,1,96,a0dfa682acec388c413dc2f4994b08a3857ce6f02fd1f2e8b63ac2aec935f550,589.0,VARIOS,Tipo_1
2018,1,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2514.0,VARIOS,Tipo_1
2018,2,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2677.0,VARIOS,Tipo_1
2018,3,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3248.0,VARIOS,Tipo_1
2018,4,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3150.0,VARIOS,Tipo_1
2018,5,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3106.0,VARIOS,Tipo_1
2018,6,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3033.0,VARIOS,Tipo_1
2018,7,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3627.0,VARIOS,Tipo_1
2018,8,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3178.0,VARIOS,Tipo_1
2018,9,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2862.0,VARIOS,Tipo_1
2018,10,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1757.0,VARIOS,Tipo_1
2018,11,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1692.0,VARIOS,Tipo_1
2018,12,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1720.0,VARIOS,Tipo_1
2019,1,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1593.0,VARIOS,Tipo_1
2019,2,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1259.0,VARIOS,Tipo_1
2019,3,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1354.0,VARIOS,Tipo_1
2019,4,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1836.0,VARIOS,Tipo_1
2019,5,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2029.0,VARIOS,Tipo_1
2019,6,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2041.0,VARIOS,Tipo_1
2019,7,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2370.0,VARIOS,Tipo_1
2019,8,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2045.0,VARIOS,Tipo_1
2019,9,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1675.0,VARIOS,Tipo_1
2019,10,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2317.0,VARIOS,Tipo_1
2019,11,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2090.0,VARIOS,Tipo_1
2019,12,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2189.0,VARIOS,Tipo_1
2020,1,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2302.0,VARIOS,Tipo_1
2020,2,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2469.0,VARIOS,Tipo_1
2020,3,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3296.0,VARIOS,Tipo_1
2020,4,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2684.0,VARIOS,Tipo_1
2020,5,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2667.0,VARIOS,Tipo_1
2020,6,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2725.0,VARIOS,Tipo_1
2020,7,62,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2929.0,VARIOS,Tipo_1
2018,1,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3736.0,VARIOS,Tipo_1
2018,2,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2510.0,VARIOS,Tipo_1
2018,3,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2400.0,VARIOS,Tipo_1
2018,4,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1821.0,VARIOS,Tipo_1
2018,5,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1978.0,VARIOS,Tipo_1
2018,6,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2150.0,VARIOS,Tipo_1
2018,7,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2345.0,VARIOS,Tipo_1
2018,8,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2208.0,VARIOS,Tipo_1
2018,9,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1894.0,VARIOS,Tipo_1
2018,10,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1215.0,VARIOS,Tipo_1
2018,11,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1609.0,VARIOS,Tipo_1
2018,12,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1543.0,VARIOS,Tipo_1
2019,1,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1398.0,VARIOS,Tipo_1
2019,2,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1163.0,VARIOS,Tipo_1
2019,3,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1514.0,VARIOS,Tipo_1
2019,4,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1315.0,VARIOS,Tipo_1
2019,5,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1166.0,VARIOS,Tipo_1
2019,6,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1276.0,VARIOS,Tipo_1
2019,7,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1694.0,VARIOS,Tipo_1
2019,8,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1363.0,VARIOS,Tipo_1
2019,9,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1843.0,VARIOS,Tipo_1
2019,10,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1588.0,VARIOS,Tipo_1
2019,11,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1349.0,VARIOS,Tipo_1
2019,12,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1571.0,VARIOS,Tipo_1
2020,1,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1378.0,VARIOS,Tipo_1
2020,2,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1496.0,VARIOS,Tipo_1
2020,3,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2033.0,VARIOS,Tipo_1
2020,4,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2116.0,VARIOS,Tipo_1
2020,5,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2038.0,VARIOS,Tipo_1
2020,6,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1862.0,VARIOS,Tipo_1
2020,7,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2046.0,VARIOS,Tipo_1
2020,8,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2808.0,VARIOS,Tipo_1
2020,9,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2554.0,VARIOS,Tipo_1
2020,10,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2479.0,VARIOS,Tipo_1
2020,11,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2501.0,VARIOS,Tipo_1
2020,12,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3957.0,VARIOS,Tipo_1
2021,1,95,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2633.0,VARIOS,Tipo_1
2018,1,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1644.0,VARIOS,Tipo_2
2018,2,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1034.0,VARIOS,Tipo_2
2018,3,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1082.0,VARIOS,Tipo_2
2018,4,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,674.0,VARIOS,Tipo_2
2018,5,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,682.0,VARIOS,Tipo_2
2018,6,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,887.0,VARIOS,Tipo_2
2018,7,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,670.0,VARIOS,Tipo_2
2018,8,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1034.0,VARIOS,Tipo_2
2018,9,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,668.0,VARIOS,Tipo_2
2018,10,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,436.0,VARIOS,Tipo_2
2018,11,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,336.0,VARIOS,Tipo_2
2018,12,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,442.0,VARIOS,Tipo_2
2019,1,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,289.0,VARIOS,Tipo_2
2019,2,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,582.0,VARIOS,Tipo_2
2019,3,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,748.0,VARIOS,Tipo_2
2019,4,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,564.0,VARIOS,Tipo_2
2019,5,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,611.0,VARIOS,Tipo_2
2019,6,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,703.0,VARIOS,Tipo_2
2019,7,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,884.0,VARIOS,Tipo_2
2019,8,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,758.0,VARIOS,Tipo_2
2019,9,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,880.0,VARIOS,Tipo_2
2019,10,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1225.0,VARIOS,Tipo_2
2019,11,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,951.0,VARIOS,Tipo_2
2019,12,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,815.0,VARIOS,Tipo_2
2020,1,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,866.0,VARIOS,Tipo_2
2020,2,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,884.0,VARIOS,Tipo_2
2020,3,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1263.0,VARIOS,Tipo_2
2020,4,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1088.0,VARIOS,Tipo_2
2020,5,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,743.0,VARIOS,Tipo_2
2020,6,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,548.0,VARIOS,Tipo_2
2020,7,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,702.0,VARIOS,Tipo_2
2020,8,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,616.0,VARIOS,Tipo_2
2020,9,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,519.0,VARIOS,Tipo_2
2020,10,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,672.0,VARIOS,Tipo_2
2020,11,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,764.0,VARIOS,Tipo_2
2020,12,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,433.0,VARIOS,Tipo_2
2021,1,626,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,389.0,VARIOS,Tipo_2
2018,9,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,181.0,VARIOS,Tipo_1
2018,10,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2540.0,VARIOS,Tipo_1
2018,11,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2359.0,VARIOS,Tipo_1
2018,12,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2312.0,VARIOS,Tipo_1
2019,1,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2429.0,VARIOS,Tipo_1
2019,2,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2106.0,VARIOS,Tipo_1
2019,3,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1527.0,VARIOS,Tipo_1
2019,4,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2549.0,VARIOS,Tipo_1
2019,5,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2769.0,VARIOS,Tipo_1
2019,6,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2525.0,VARIOS,Tipo_1
2019,7,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1847.0,VARIOS,Tipo_1
2019,8,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2659.0,VARIOS,Tipo_1
2019,9,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2449.0,VARIOS,Tipo_1
2019,10,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3165.0,VARIOS,Tipo_1
2019,11,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3047.0,VARIOS,Tipo_1
2019,12,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2837.0,VARIOS,Tipo_1
2020,1,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2744.0,VARIOS,Tipo_1
2020,2,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2492.0,VARIOS,Tipo_1
2020,3,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3355.0,VARIOS,Tipo_1
2020,4,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3046.0,VARIOS,Tipo_1
2020,5,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3261.0,VARIOS,Tipo_1
2020,6,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2857.0,VARIOS,Tipo_1
2020,7,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2756.0,VARIOS,Tipo_1
2020,8,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3884.0,VARIOS,Tipo_1
2020,9,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3443.0,VARIOS,Tipo_1
2020,10,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3590.0,VARIOS,Tipo_1
2020,11,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,3191.0,VARIOS,Tipo_1
2020,12,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,4045.0,VARIOS,Tipo_1
2021,1,819,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2606.0,VARIOS,Tipo_1
2018,9,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,515.0,VARIOS,Tipo_1
2018,10,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1485.0,VARIOS,Tipo_1
2018,11,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1255.0,VARIOS,Tipo_1
2018,12,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1360.0,VARIOS,Tipo_1
2019,1,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1273.0,VARIOS,Tipo_1
2019,2,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1404.0,VARIOS,Tipo_1
2019,3,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2102.0,VARIOS,Tipo_1
2019,4,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1643.0,VARIOS,Tipo_1
2019,5,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2194.0,VARIOS,Tipo_1
2019,6,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1888.0,VARIOS,Tipo_1
2019,7,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2691.0,VARIOS,Tipo_1
2019,8,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2138.0,VARIOS,Tipo_1
2019,9,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1956.0,VARIOS,Tipo_1
2019,10,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1052.0,VARIOS,Tipo_1
2019,11,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,2824.0,VARIOS,Tipo_1
2019,12,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1645.0,VARIOS,Tipo_1
2020,1,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1206.0,VARIOS,Tipo_1
2020,2,820,5759edfcf00924879e6c1e882bc02e3bca2ada1efb5c5bf168a7b5c4c6cd913e,1245.0,VARIOS,Tipo_1
